id_fact,id_tiempo,id_pais,id_ciudad,id_red,id_equipo,sentimiento,hashtag,interacciones,alcance,compartidos,respuestas,ratio_compartidos
1518,130,4,10,1,16,Positivo,#Mundial2026,139,1506,32,8,0.2302
1519,306,4,10,2,15,Neutro,#RumboAlMundial,216,1919,31,38,0.1435
1520,315,6,13,3,17,Negativo,#Mundial2026,66,950,9,11,0.1364
1521,274,7,14,1,18,Neutro,#FutbolTotal,302,2973,40,48,0.1325
1522,250,15,31,5,14,Neutro,#FutbolTotal,22,258,2,3,0.0909
1523,308,8,18,4,20,Neutro,#Mundial2026,1420,19346,161,222,0.1134
1524,266,2,5,4,9,Positivo,#Mundial2026,205,1786,38,21,0.1854
1525,33,13,28,2,4,Positivo,#Campeones,28,274,1,3,0.0357
1526,201,4,9,1,15,Neutro,#Mundial2026,128,1182,18,5,0.1406
1527,30,3,8,2,9,Neutro,#FutbolTotal,127,1089,21,6,0.1654
1528,71,5,11,2,19,Neutro,#FanaticoDelFutbol,414,3321,82,47,0.1981
1529,251,7,16,2,13,Neutro,#GoleoElEquipo,145,1537,17,18,0.1172
1530,161,3,8,5,7,Negativo,#RumboAlMundial,225,1906,14,33,0.0622
1531,160,7,15,3,4,Positivo,#FanaticoDelFutbol,23,341,4,2,0.1739
1532,5,9,20,4,11,Negativo,#FutbolTotal,158,1331,8,22,0.0506
1533,176,5,12,3,13,Negativo,#RumboAlMundial,120,1721,8,6,0.0667
1534,322,12,25,5,13,Neutro,#DiaDePartido,162,2393,20,24,0.1235
1535,349,8,18,1,14,Positivo,#Mundial2026,188,2261,13,13,0.0691
1536,8,7,16,4,6,Positivo,#VamosSeleccion,230,2834,23,32,0.1
1537,208,10,21,1,13,Positivo,#DiaDePartido,95,857,17,13,0.1789
1538,247,9,20,2,8,Positivo,#GoleoElEquipo,371,3226,37,64,0.0997
1539,57,8,18,1,1,Positivo,#DiaDePartido,80,772,4,13,0.05
1540,162,7,15,1,3,Neutro,#VamosSeleccion,996,8534,147,51,0.1476
1541,162,1,3,3,17,Positivo,#VamosSeleccion,109,1016,23,12,0.211
1542,364,1,1,2,12,Positivo,#VamosSeleccion,48,573,7,3,0.1458
1543,291,1,2,2,14,Neutro,#Mundial2026,27,221,4,0,0.1481
1544,217,14,30,1,12,Positivo,#Mundial2026,134,1627,9,8,0.0672
1545,98,9,19,5,7,Neutro,#Mundial2026,58,813,7,8,0.1207
1546,203,12,25,5,19,Positivo,#RumboAlMundial,200,2624,15,13,0.075
1547,197,13,28,2,9,Positivo,#Mundial2026,61,875,9,4,0.1475
1548,307,10,21,4,12,Positivo,#VamosSeleccion,95,1113,12,9,0.1263
1549,57,1,1,5,3,Positivo,#FutbolTotal,58,713,8,1,0.1379
1550,302,3,7,5,9,Negativo,#Mundial2026,526,6521,47,34,0.0894
1551,196,5,11,2,1,Positivo,#RumboAlMundial,239,2887,19,33,0.0795
1552,144,12,26,2,19,Negativo,#FanaticoDelFutbol,70,709,8,4,0.1143
1553,338,9,19,2,7,Positivo,#Mundial2026,114,1100,10,14,0.0877
1554,94,8,17,1,4,Positivo,#FutbolTotal,220,2842,33,39,0.15
1555,70,15,32,1,20,Positivo,#Campeones,245,2789,45,37,0.1837
1556,15,10,21,1,13,Neutro,#DiaDePartido,526,5866,115,84,0.2186
1557,273,10,22,2,6,Positivo,#FutbolTotal,183,1914,43,7,0.235
1558,120,11,24,3,10,Negativo,#Mundial2026,193,2552,45,32,0.2332
1559,348,9,20,5,11,Positivo,#VamosSeleccion,326,2864,31,14,0.0951
1560,50,1,1,2,14,Positivo,#VamosSeleccion,256,3441,55,17,0.2148
1561,279,11,24,2,11,Neutro,#Mundial2026,327,3867,47,35,0.1437
1562,310,9,20,1,19,Positivo,#DiaDePartido,202,2475,36,32,0.1782
1563,288,1,3,5,11,Negativo,#RumboAlMundial,35,283,6,1,0.1714
1564,153,1,3,1,3,Positivo,#FutbolTotal,92,1005,10,12,0.1087
1565,279,5,12,1,18,Neutro,#FutbolTotal,165,2348,40,10,0.2424
1566,228,1,3,4,3,Neutro,#FutbolTotal,453,5376,43,9,0.0949
1567,158,7,16,4,4,Negativo,#Mundial2026,219,2131,16,33,0.0731
1568,238,1,1,2,15,Positivo,#FutbolTotal,182,1918,11,13,0.0604
1569,238,14,29,1,17,Positivo,#VamosSeleccion,132,1821,16,4,0.1212
1570,91,9,20,5,4,Negativo,#FanaticoDelFutbol,122,1722,18,3,0.1475
1571,47,5,11,3,4,Negativo,#VamosSeleccion,795,11899,166,107,0.2088
1572,351,1,1,5,1,Positivo,#Campeones,151,1714,34,19,0.2252
1573,117,1,1,2,7,Positivo,#FanaticoDelFutbol,674,5887,57,62,0.0846
1574,214,11,23,2,11,Neutro,#DiaDePartido,1500,20621,287,95,0.1913
1575,39,15,31,2,20,Neutro,#Mundial2026,156,2141,18,13,0.1154
1576,105,2,6,3,19,Positivo,#RumboAlMundial,1024,13213,73,122,0.0713
1577,224,9,20,1,9,Neutro,#Mundial2026,446,4489,106,30,0.2377
1578,364,9,19,2,3,Neutro,#Mundial2026,420,4318,90,12,0.2143
1579,52,4,10,3,8,Neutro,#VamosSeleccion,74,755,7,1,0.0946
1580,351,12,26,2,11,Neutro,#FutbolTotal,309,2628,77,6,0.2492
1581,196,5,12,3,17,Negativo,#VamosSeleccion,436,3684,32,59,0.0734
1582,258,6,13,1,2,Positivo,#FutbolTotal,500,5175,31,24,0.062
1583,352,15,32,2,12,Negativo,#VamosSeleccion,389,4587,96,8,0.2468
1584,217,5,11,4,18,Positivo,#Mundial2026,479,4833,43,40,0.0898
1585,358,9,20,5,17,Positivo,#DiaDePartido,39,317,7,5,0.1795
1586,246,5,12,5,17,Positivo,#FutbolTotal,602,6831,49,50,0.0814
1587,172,5,12,4,17,Positivo,#Mundial2026,433,5207,94,34,0.2171
1588,125,8,17,5,14,Positivo,#FutbolTotal,405,4397,74,11,0.1827
1589,167,3,7,1,2,Positivo,#RumboAlMundial,832,10911,140,51,0.1683
1590,49,2,4,5,4,Negativo,#DiaDePartido,51,511,3,1,0.0588
1591,307,1,2,1,2,Negativo,#VamosSeleccion,30,271,5,1,0.1667
1592,126,7,14,2,5,Neutro,#Mundial2026,317,4396,34,37,0.1073
1593,34,5,12,5,15,Neutro,#RumboAlMundial,100,1058,13,17,0.13
1594,200,10,21,5,13,Neutro,#Mundial2026,184,1681,14,29,0.0761
1595,101,9,20,4,9,Positivo,#RumboAlMundial,48,589,6,4,0.125
1596,158,1,2,2,17,Negativo,#Mundial2026,174,1941,28,12,0.1609
1597,210,5,12,1,17,Negativo,#FanaticoDelFutbol,277,2847,29,13,0.1047
1598,355,4,9,1,1,Negativo,#GoleoElEquipo,621,7809,63,69,0.1014
1599,43,7,16,5,6,Neutro,#DiaDePartido,62,729,14,9,0.2258
1600,359,11,24,2,2,Positivo,#RumboAlMundial,117,1732,26,9,0.2222
1601,241,1,2,5,3,Positivo,#GoleoElEquipo,280,2651,24,8,0.0857
1602,339,4,9,1,15,Positivo,#RumboAlMundial,192,2033,26,11,0.1354
1603,279,14,29,5,13,Positivo,#GoleoElEquipo,72,982,13,4,0.1806
1604,59,7,16,1,12,Negativo,#Mundial2026,215,1802,39,28,0.1814
1605,177,5,11,4,8,Negativo,#Campeones,653,8633,147,114,0.2251
1606,89,13,27,5,4,Positivo,#Mundial2026,415,3482,50,26,0.1205
1607,270,10,21,5,12,Positivo,#FanaticoDelFutbol,33,318,5,4,0.1515
1608,60,9,20,1,15,Negativo,#FutbolTotal,259,2606,60,30,0.2317
1609,43,3,7,4,13,Negativo,#VamosSeleccion,49,432,8,8,0.1633
1610,350,7,14,4,10,Positivo,#DiaDePartido,94,1166,21,10,0.2234
1611,120,5,12,1,18,Negativo,#Mundial2026,123,1779,27,4,0.2195
1612,191,2,5,1,18,Positivo,#VamosSeleccion,173,1942,25,11,0.1445
1613,143,13,27,2,19,Neutro,#VamosSeleccion,388,3398,48,63,0.1237
1614,337,7,15,1,14,Neutro,#VamosSeleccion,74,967,10,12,0.1351
1615,127,4,9,3,16,Positivo,#Mundial2026,1117,9647,217,40,0.1943
1616,209,5,11,1,17,Positivo,#RumboAlMundial,74,1068,9,5,0.1216
1617,281,8,17,2,14,Positivo,#VamosSeleccion,23,249,3,3,0.1304
1618,104,15,31,4,20,Positivo,#RumboAlMundial,184,2572,30,6,0.163
1619,5,8,18,5,14,Positivo,#Mundial2026,98,1037,16,7,0.1633
1620,102,10,22,1,13,Neutro,#DiaDePartido,478,5877,34,58,0.0711
1621,114,1,1,5,3,Neutro,#Mundial2026,431,5139,72,23,0.1671
1622,278,5,12,1,17,Positivo,#VamosSeleccion,294,2696,45,52,0.1531
1623,98,9,19,5,9,Positivo,#VamosSeleccion,375,4661,42,48,0.112
1624,194,1,3,2,10,Positivo,#FutbolTotal,81,1184,6,12,0.0741
1625,77,9,20,4,8,Positivo,#GoleoElEquipo,451,4774,43,21,0.0953
1626,182,8,18,5,14,Neutro,#Mundial2026,122,1811,7,19,0.0574
1627,1,6,13,2,12,Neutro,#DiaDePartido,220,2663,31,21,0.1409
1628,191,1,2,5,3,Positivo,#GoleoElEquipo,23,270,2,3,0.087
1629,189,7,14,1,14,Positivo,#VamosSeleccion,36,507,7,6,0.1944
1630,211,5,11,1,18,Positivo,#Campeones,207,2116,51,27,0.2464
1631,1,13,28,1,10,Positivo,#GoleoElEquipo,76,787,9,9,0.1184
1632,217,7,16,2,4,Positivo,#RumboAlMundial,592,5256,72,42,0.1216
1633,184,14,30,5,17,Negativo,#FutbolTotal,234,2817,20,10,0.0855
1634,290,15,31,2,20,Neutro,#FanaticoDelFutbol,473,4090,88,15,0.186
1635,302,5,12,1,8,Neutro,#DiaDePartido,68,714,5,10,0.0735
1636,312,3,8,1,19,Neutro,#FanaticoDelFutbol,177,2575,13,13,0.0734
1637,112,3,8,5,12,Positivo,#VamosSeleccion,2094,25634,450,209,0.2149
1638,268,9,19,3,4,Neutro,#Mundial2026,356,3247,28,55,0.0787
1639,108,7,15,4,5,Neutro,#VamosSeleccion,322,2874,18,38,0.0559
1640,104,1,2,2,1,Positivo,#DiaDePartido,54,752,9,2,0.1667
1641,78,3,7,5,20,Neutro,#Mundial2026,342,4028,56,58,0.1637
1642,91,8,17,5,6,Negativo,#FanaticoDelFutbol,45,562,10,2,0.2222
1643,70,12,26,3,18,Negativo,#FutbolTotal,566,7677,35,43,0.0618
1644,196,1,1,1,1,Positivo,#VamosSeleccion,86,986,9,5,0.1047
1645,164,9,20,3,8,Positivo,#VamosSeleccion,1598,21770,383,274,0.2397
1646,364,2,4,5,11,Neutro,#DiaDePartido,98,1459,23,2,0.2347
1647,327,6,13,2,3,Negativo,#FutbolTotal,176,2208,41,29,0.233
1648,237,5,11,3,18,Positivo,#FanaticoDelFutbol,134,1524,28,22,0.209
1649,34,3,7,3,16,Positivo,#DiaDePartido,396,4726,71,23,0.1793
1650,129,5,11,5,18,Positivo,#DiaDePartido,25,284,1,4,0.04
1651,185,4,9,2,16,Positivo,#Mundial2026,99,1154,24,4,0.2424
1652,3,1,2,1,17,Neutro,#VamosSeleccion,103,1474,14,15,0.1359
1653,77,5,11,1,5,Negativo,#FutbolTotal,238,3184,58,7,0.2437
1654,41,11,23,3,11,Neutro,#Mundial2026,117,1332,15,12,0.1282
1655,74,14,29,1,8,Neutro,#VamosSeleccion,93,1365,9,2,0.0968
1656,160,9,20,4,8,Neutro,#VamosSeleccion,274,3788,66,10,0.2409
1657,15,5,11,3,17,Negativo,#VamosSeleccion,74,868,12,9,0.1622
1658,182,9,20,5,7,Positivo,#DiaDePartido,840,7140,83,124,0.0988
1659,143,1,3,1,6,Negativo,#Campeones,120,1010,27,21,0.225
1660,340,4,9,2,16,Neutro,#FanaticoDelFutbol,265,2751,40,30,0.1509
1661,202,7,16,3,4,Positivo,#Mundial2026,49,600,10,8,0.2041
1662,57,6,13,2,11,Negativo,#Mundial2026,46,659,5,2,0.1087
1663,105,3,7,4,14,Positivo,#VamosSeleccion,392,4387,56,47,0.1429
1664,209,9,19,5,7,Neutro,#VamosSeleccion,127,1712,23,7,0.1811
1665,144,5,12,1,17,Positivo,#VamosSeleccion,564,6508,40,33,0.0709
1666,29,4,10,1,8,Positivo,#Campeones,91,852,16,16,0.1758
1667,201,3,8,3,1,Positivo,#GoleoElEquipo,164,2294,32,6,0.1951
1668,20,2,5,2,15,Negativo,#Mundial2026,178,1696,39,22,0.2191
1669,49,5,11,2,2,Negativo,#VamosSeleccion,347,2928,65,8,0.1873
1670,156,11,23,4,11,Positivo,#GoleoElEquipo,896,13002,166,159,0.1853
1671,126,1,1,5,3,Positivo,#Mundial2026,513,4706,116,85,0.2261
1672,85,7,15,5,5,Positivo,#FanaticoDelFutbol,456,5887,40,62,0.0877
1673,337,13,27,5,3,Neutro,#DiaDePartido,485,5277,73,48,0.1505
1674,319,15,32,2,20,Negativo,#Mundial2026,20,260,2,2,0.1
1675,273,7,16,2,5,Positivo,#Mundial2026,113,1459,13,12,0.115
1676,105,6,13,2,16,Negativo,#DiaDePartido,682,5498,152,54,0.2229
1677,20,5,11,2,9,Positivo,#GoleoElEquipo,35,280,7,2,0.2
1678,67,1,3,5,9,Positivo,#Mundial2026,698,9162,167,58,0.2393
1679,91,1,1,1,7,Neutro,#RumboAlMundial,26,218,3,0,0.1154
1680,86,9,19,1,9,Positivo,#Mundial2026,277,2754,33,41,0.1191
1681,302,5,11,2,17,Positivo,#Mundial2026,418,3925,33,22,0.0789
1682,191,9,20,5,8,Positivo,#Campeones,1076,12212,212,135,0.197
1683,203,9,19,4,15,Negativo,#Campeones,150,1626,20,5,0.1333
1684,104,5,11,5,17,Positivo,#Mundial2026,626,7028,37,85,0.0591
1685,131,15,32,4,20,Negativo,#RumboAlMundial,181,1590,24,11,0.1326
1686,113,7,15,5,20,Positivo,#Mundial2026,88,1282,8,4,0.0909
1687,256,1,1,1,1,Neutro,#Mundial2026,34,442,5,3,0.1471
1688,79,14,30,3,12,Positivo,#RumboAlMundial,102,1376,23,2,0.2255
1689,180,7,15,3,5,Negativo,#GoleoElEquipo,554,4514,75,42,0.1354
1690,178,2,6,3,13,Negativo,#RumboAlMundial,225,3167,33,25,0.1467
1691,51,8,18,4,14,Positivo,#FutbolTotal,355,3777,76,29,0.2141
1692,146,5,12,2,20,Positivo,#VamosSeleccion,263,3704,33,23,0.1255
1693,112,6,13,4,12,Positivo,#RumboAlMundial,237,2614,13,39,0.0549
1694,134,9,20,5,8,Positivo,#FutbolTotal,612,6779,111,94,0.1814
1695,218,9,20,5,20,Negativo,#DiaDePartido,331,2922,81,55,0.2447
1696,132,6,13,5,12,Positivo,#RumboAlMundial,2115,21753,171,135,0.0809
1697,246,2,6,5,11,Negativo,#GoleoElEquipo,284,3109,52,28,0.1831
1698,112,9,20,1,9,Neutro,#Mundial2026,39,318,4,1,0.1026
1699,15,5,11,1,16,Neutro,#VamosSeleccion,268,3011,57,11,0.2127
1700,311,5,11,5,14,Neutro,#Mundial2026,141,1508,17,19,0.1206
1701,193,2,4,2,9,Positivo,#Campeones,194,2122,46,31,0.2371
1702,23,5,11,3,20,Neutro,#VamosSeleccion,52,573,10,3,0.1923
1703,145,5,12,1,1,Positivo,#Mundial2026,41,379,9,3,0.2195
1704,317,9,20,1,7,Positivo,#RumboAlMundial,410,4419,60,14,0.1463
1705,288,7,16,1,5,Neutro,#VamosSeleccion,27,284,1,2,0.037
1706,295,1,2,5,4,Positivo,#FutbolTotal,121,1389,7,8,0.0579
1707,350,6,13,1,9,Negativo,#GoleoElEquipo,340,3705,84,36,0.2471
1708,223,6,13,2,10,Neutro,#VamosSeleccion,42,489,4,5,0.0952
1709,319,13,27,3,10,Neutro,#FanaticoDelFutbol,1339,13970,269,150,0.2009
1710,55,4,9,5,16,Positivo,#Mundial2026,1075,10798,55,187,0.0512
1711,260,7,15,3,4,Neutro,#VamosSeleccion,125,1323,30,19,0.24
1712,309,11,24,3,11,Neutro,#Mundial2026,125,1427,11,7,0.088
1713,20,4,10,5,12,Negativo,#Mundial2026,47,629,11,2,0.234
1714,99,7,15,2,4,Neutro,#GoleoElEquipo,42,455,2,2,0.0476
1715,203,9,19,5,11,Neutro,#FanaticoDelFutbol,242,2613,24,30,0.0992
1716,351,9,20,3,9,Negativo,#Mundial2026,338,3275,49,32,0.145
1717,173,8,18,2,14,Negativo,#Mundial2026,793,10417,101,57,0.1274
1718,187,14,30,2,17,Positivo,#VamosSeleccion,473,6207,104,21,0.2199
1719,287,9,20,2,9,Neutro,#FutbolTotal,157,1721,36,12,0.2293
1720,221,1,2,1,17,Neutro,#GoleoElEquipo,44,395,6,1,0.1364
1721,149,4,10,1,15,Negativo,#FanaticoDelFutbol,408,4060,92,52,0.2255
1722,311,5,12,2,6,Neutro,#DiaDePartido,152,1680,26,14,0.1711
1723,105,7,14,1,5,Neutro,#Mundial2026,149,1363,35,21,0.2349
1724,288,5,11,4,18,Neutro,#RumboAlMundial,100,1448,20,15,0.2
1725,197,13,28,1,16,Negativo,#Mundial2026,703,8604,83,60,0.1181
1726,312,4,9,5,15,Neutro,#VamosSeleccion,1467,18809,360,188,0.2454
1727,107,15,31,5,20,Positivo,#RumboAlMundial,18,149,3,2,0.1667
1728,326,1,3,2,3,Negativo,#Mundial2026,84,710,19,4,0.2262
1729,263,7,16,3,16,Positivo,#Mundial2026,580,7671,118,80,0.2034
1730,19,4,10,2,16,Neutro,#VamosSeleccion,2778,22972,527,445,0.1897
1731,240,9,20,3,15,Neutro,#FanaticoDelFutbol,204,1739,15,12,0.0735
1732,79,9,19,1,8,Negativo,#FanaticoDelFutbol,1260,10496,250,85,0.1984
1733,243,4,10,1,16,Positivo,#Mundial2026,339,3138,42,28,0.1239
1734,133,11,23,1,10,Neutro,#FutbolTotal,1114,11593,274,37,0.246
1735,322,1,2,4,3,Positivo,#GoleoElEquipo,133,1656,7,5,0.0526
1736,8,1,1,5,11,Neutro,#Campeones,74,918,11,11,0.1486
1737,345,9,19,2,8,Positivo,#RumboAlMundial,512,4289,88,54,0.1719
1738,246,9,20,4,9,Negativo,#Mundial2026,613,6676,150,29,0.2447
1739,253,14,29,4,16,Positivo,#VamosSeleccion,73,1022,8,12,0.1096
1740,252,1,1,1,3,Positivo,#Mundial2026,336,3124,42,39,0.125
1741,164,13,28,1,15,Neutro,#RumboAlMundial,117,1223,17,8,0.1453
1742,83,4,10,3,1,Negativo,#Mundial2026,342,4083,51,14,0.1491
1743,301,5,11,1,18,Positivo,#FutbolTotal,209,2927,17,24,0.0813
1744,301,11,24,2,11,Positivo,#FanaticoDelFutbol,310,4473,49,12,0.1581
1745,70,4,9,1,16,Negativo,#Campeones,376,3593,91,20,0.242
1746,29,14,29,2,7,Positivo,#VamosSeleccion,85,939,16,9,0.1882
1747,360,1,2,1,3,Neutro,#Campeones,264,2199,36,28,0.1364
1748,218,1,3,2,2,Negativo,#GoleoElEquipo,933,8521,56,110,0.06
1749,328,10,21,1,10,Positivo,#GoleoElEquipo,139,1266,15,4,0.1079
1750,238,9,19,1,8,Neutro,#VamosSeleccion,20,268,4,3,0.2
1751,217,7,15,5,19,Neutro,#DiaDePartido,281,4210,47,15,0.1673
1752,113,4,9,2,16,Positivo,#Mundial2026,686,8401,102,112,0.1487
1753,266,4,9,1,16,Negativo,#VamosSeleccion,1831,26891,193,50,0.1054
1754,196,5,11,5,18,Positivo,#Campeones,822,8947,64,71,0.0779
1755,34,14,29,1,2,Neutro,#FutbolTotal,263,3880,56,17,0.2129
1756,77,9,19,1,7,Negativo,#Mundial2026,92,1267,5,5,0.0543
1757,8,1,1,2,1,Positivo,#GoleoElEquipo,378,4741,26,59,0.0688
1758,199,5,12,5,12,Negativo,#FanaticoDelFutbol,94,1049,13,8,0.1383
1759,135,9,20,2,8,Negativo,#Mundial2026,961,10403,158,152,0.1644
1760,323,15,32,3,20,Positivo,#VamosSeleccion,45,424,5,1,0.1111
1761,280,7,15,1,6,Positivo,#Campeones,191,2406,33,17,0.1728
1762,126,12,25,3,7,Neutro,#FanaticoDelFutbol,116,1078,27,4,0.2328
1763,39,13,28,1,12,Positivo,#RumboAlMundial,56,480,4,8,0.0714
1764,44,5,12,2,18,Neutro,#FanaticoDelFutbol,294,3320,53,40,0.1803
1765,356,13,28,4,13,Positivo,#DiaDePartido,214,2254,28,7,0.1308
1766,189,6,13,1,10,Positivo,#RumboAlMundial,199,1697,29,20,0.1457
1767,204,14,30,2,12,Neutro,#Mundial2026,112,1534,10,3,0.0893
1768,264,7,15,1,17,Negativo,#DiaDePartido,166,1763,11,10,0.0663
1769,216,5,11,4,17,Positivo,#VamosSeleccion,15,172,2,2,0.1333
1770,364,8,18,4,7,Positivo,#FanaticoDelFutbol,158,1489,25,28,0.1582
1771,189,1,1,2,1,Negativo,#DiaDePartido,144,2022,27,16,0.1875
1772,175,9,20,5,9,Positivo,#FutbolTotal,136,1219,33,22,0.2426
1773,308,5,11,5,18,Positivo,#Mundial2026,19,248,3,3,0.1579
1774,316,10,21,5,13,Positivo,#Campeones,10,144,0,1,0.0
1775,98,3,8,2,20,Negativo,#VamosSeleccion,109,1238,22,10,0.2018
1776,1,6,13,3,9,Negativo,#RumboAlMundial,1171,14637,76,77,0.0649
1777,334,5,12,5,18,Negativo,#FanaticoDelFutbol,134,1830,14,14,0.1045
1778,211,1,3,2,11,Positivo,#VamosSeleccion,303,3393,28,33,0.0924
1779,307,14,29,5,20,Positivo,#Mundial2026,492,6840,112,87,0.2276
1780,249,1,1,1,1,Positivo,#GoleoElEquipo,410,3312,100,70,0.2439
1781,133,1,1,5,1,Neutro,#FanaticoDelFutbol,116,1629,18,2,0.1552
1782,139,5,11,4,17,Negativo,#Mundial2026,68,898,13,2,0.1912
1783,151,13,27,3,7,Positivo,#DiaDePartido,486,6037,66,66,0.1358
1784,359,4,10,5,15,Positivo,#GoleoElEquipo,38,393,7,5,0.1842
1785,149,11,23,2,7,Positivo,#RumboAlMundial,154,1891,15,9,0.0974
1786,139,5,12,1,17,Neutro,#DiaDePartido,129,1598,14,9,0.1085
1787,341,4,9,2,17,Positivo,#Mundial2026,167,2461,20,24,0.1198
1788,337,9,20,2,1,Neutro,#FutbolTotal,198,2374,37,14,0.1869
1789,211,12,26,4,19,Positivo,#Mundial2026,2007,24200,351,192,0.1749
1790,267,7,16,2,4,Neutro,#FanaticoDelFutbol,34,477,4,4,0.1176
1791,322,3,7,1,14,Positivo,#Mundial2026,632,6501,70,87,0.1108
1792,30,3,8,1,7,Negativo,#Mundial2026,415,3994,84,19,0.2024
1793,135,4,10,1,15,Neutro,#FanaticoDelFutbol,182,1485,30,16,0.1648
1794,8,4,9,1,12,Positivo,#VamosSeleccion,66,886,4,10,0.0606
1795,108,6,13,5,10,Positivo,#FanaticoDelFutbol,184,2398,42,19,0.2283
1796,85,3,7,2,1,Positivo,#DiaDePartido,64,619,15,9,0.2344
1797,271,5,11,1,17,Neutro,#FutbolTotal,42,613,5,3,0.119
1798,120,7,15,1,7,Positivo,#FutbolTotal,138,1466,13,16,0.0942
1799,279,7,15,5,15,Neutro,#GoleoElEquipo,258,3312,23,31,0.0891
1800,153,10,21,4,13,Positivo,#Mundial2026,733,7467,48,57,0.0655
1801,196,12,26,3,19,Positivo,#GoleoElEquipo,566,7003,133,60,0.235
1802,323,5,12,1,18,Negativo,#RumboAlMundial,28,276,2,3,0.0714
1803,362,11,23,5,1,Positivo,#RumboAlMundial,500,7180,62,47,0.124
1804,342,2,6,3,8,Positivo,#Mundial2026,77,1100,11,9,0.1429
1805,15,1,2,3,2,Negativo,#VamosSeleccion,70,888,12,11,0.1714
1806,50,11,24,5,10,Negativo,#VamosSeleccion,36,313,7,5,0.1944
1807,280,9,19,5,17,Negativo,#FanaticoDelFutbol,124,1743,24,21,0.1935
1808,217,7,14,2,2,Negativo,#FutbolTotal,64,797,8,2,0.125
1809,259,12,26,1,19,Positivo,#GoleoElEquipo,516,6842,100,31,0.1938
1810,161,9,20,2,7,Positivo,#Mundial2026,94,1071,20,12,0.2128
1811,345,13,27,2,3,Positivo,#VamosSeleccion,563,6842,138,63,0.2451
1812,176,1,2,5,2,Neutro,#FutbolTotal,519,5737,41,73,0.079
1813,315,8,18,4,14,Positivo,#GoleoElEquipo,1427,20649,252,208,0.1766
1814,137,10,22,4,2,Neutro,#FutbolTotal,551,4941,129,47,0.2341
1815,108,4,9,1,16,Positivo,#FutbolTotal,80,670,10,10,0.125
1816,330,9,19,3,16,Negativo,#FanaticoDelFutbol,631,7634,88,18,0.1395
1817,146,7,16,3,8,Positivo,#FutbolTotal,4,44,0,0,0.0
1818,221,6,13,5,13,Positivo,#VamosSeleccion,4187,54065,384,715,0.0917
1819,278,4,9,2,4,Neutro,#GoleoElEquipo,201,2294,14,25,0.0697
1820,45,4,9,4,16,Neutro,#Mundial2026,390,3436,64,29,0.1641
1821,157,7,14,1,4,Neutro,#VamosSeleccion,155,2232,20,13,0.129
1822,160,1,1,3,3,Positivo,#Mundial2026,102,1265,11,16,0.1078
1823,138,7,14,1,9,Positivo,#FanaticoDelFutbol,139,1595,20,18,0.1439
1824,213,13,28,1,15,Neutro,#VamosSeleccion,68,985,9,2,0.1324
1825,147,10,22,1,13,Positivo,#VamosSeleccion,270,3324,22,33,0.0815
1826,34,6,13,1,15,Positivo,#RumboAlMundial,159,2088,17,25,0.1069
1827,37,11,24,3,11,Neutro,#GoleoElEquipo,294,3349,44,26,0.1497
1828,218,4,9,1,3,Negativo,#GoleoElEquipo,323,4361,44,38,0.1362
1829,124,4,10,2,15,Neutro,#RumboAlMundial,257,2537,13,20,0.0506
1830,172,13,28,4,20,Positivo,#Campeones,494,7195,70,43,0.1417
1831,259,6,13,5,3,Positivo,#VamosSeleccion,1581,13090,269,145,0.1701
1832,335,9,19,3,9,Neutro,#Mundial2026,63,835,6,8,0.0952
1833,307,1,1,5,3,Positivo,#Mundial2026,104,1425,19,16,0.1827
1834,322,15,32,3,17,Positivo,#Mundial2026,16,162,2,2,0.125
1835,101,14,29,1,20,Negativo,#Mundial2026,401,5917,44,36,0.1097
1836,96,7,14,5,4,Positivo,#Mundial2026,277,2436,19,35,0.0686
1837,54,13,28,1,11,Negativo,#FanaticoDelFutbol,335,3461,51,37,0.1522
1838,204,5,11,5,17,Positivo,#GoleoElEquipo,22,287,1,1,0.0455
1839,211,4,10,1,15,Positivo,#Mundial2026,394,4335,67,57,0.1701
1840,262,9,19,2,7,Neutro,#FanaticoDelFutbol,301,2890,15,49,0.0498
1841,292,12,25,1,19,Neutro,#VamosSeleccion,64,515,11,3,0.1719
1842,329,11,23,1,10,Negativo,#Campeones,245,2570,21,44,0.0857
1843,221,9,19,5,11,Positivo,#FutbolTotal,382,5143,33,39,0.0864
1844,274,4,9,2,6,Positivo,#Mundial2026,128,1829,27,10,0.2109
1845,47,15,32,1,20,Positivo,#RumboAlMundial,335,4767,18,39,0.0537
1846,53,10,22,2,1,Neutro,#DiaDePartido,602,8543,106,53,0.1761
1847,212,7,16,5,5,Positivo,#VamosSeleccion,150,1562,18,15,0.12
1848,121,7,14,1,12,Neutro,#VamosSeleccion,48,462,6,8,0.125
1849,22,4,10,4,1,Neutro,#VamosSeleccion,98,1400,9,11,0.0918
1850,231,5,11,5,8,Positivo,#FutbolTotal,195,2660,13,7,0.0667
1851,30,4,9,1,15,Positivo,#FutbolTotal,410,5284,99,17,0.2415
1852,28,7,14,5,4,Negativo,#FutbolTotal,250,2719,41,13,0.164
1853,92,10,21,4,13,Positivo,#DiaDePartido,487,4003,35,61,0.0719
1854,28,15,31,5,8,Neutro,#VamosSeleccion,148,1857,13,16,0.0878
1855,291,8,18,5,14,Neutro,#VamosSeleccion,258,3573,35,45,0.1357
